PHI:I530	PHI:526	Indications that gas1 mutants provoke a plant response	PHIPO:0000062
PHI:I679	PHI:656	Necrosis	PHIPO:0000072
PHI:I680	PHI:656	Necrosis	PHIPO:0000072
PHI:I681	PHI:656	Necrosis	PHIPO:0000072
PHI:I682	PHI:657	Necrosis	PHIPO:0000072
PHI:I683	PHI:657	Necrosis	PHIPO:0000072
PHI:I684	PHI:657	Necrosis	PHIPO:0000072
PHI:I685	PHI:658	Necrosis	PHIPO:0000072
PHI:I686	PHI:659	Necrosis	PHIPO:0000072
PHI:I691	PHI:664	Necrosis	PHIPO:0000072
PHI:I692	PHI:664	Necrosis	PHIPO:0000072
PHI:I693	PHI:664	Necrosis	PHIPO:0000072
PHI:I694	PHI:665	Necrosis	PHIPO:0000072
PHI:I695	PHI:665	Necrosis	PHIPO:0000072
PHI:I696	PHI:666	Necrosis	PHIPO:0000072
PHI:I697	PHI:666	Necrosis	PHIPO:0000072
PHI:I698	PHI:666	Necrosis	PHIPO:0000072
PHI:I938	PHI:963	Hypersensitive reaction	PHIPO:0000107
PHI:I939	PHI:964	Hypersensitive reaction	PHIPO:0000107
PHI:I940	PHI:965	Hypersensitive reaction	PHIPO:0000107
PHI:I941	PHI:966	Hypersensitive reaction	PHIPO:0000107
PHI:I942	PHI:967	Hypersensitive reaction	PHIPO:0000107
PHI:I944	PHI:969	Hypersensitive reaction	PHIPO:0000107
PHI:I945	PHI:970	Hypersensitive reaction	PHIPO:0000107
PHI:I948	PHI:973	Hypersensitive reaction	PHIPO:0000107
PHI:I949	PHI:973	Hypersensitive reaction	PHIPO:0000107
PHI:I950	PHI:974	Hypersensitive reaction	PHIPO:0000107
PHI:I951	PHI:975	Hypersensitive reaction	PHIPO:0000107
PHI:I952	PHI:976	Hypersensitive reaction	PHIPO:0000107
PHI:I953	PHI:977	Hypersensitive reaction	PHIPO:0000107
PHI:I954	PHI:978	Hypersensitive reaction	PHIPO:0000107
PHI:I958	PHI:980	Hypersensitive reaction	PHIPO:0000107
PHI:I966	PHI:985	Hypersensitive reaction	PHIPO:0000107
PHI:I970	PHI:989	Hypersensitive reaction	PHIPO:0000107
PHI:I971	PHI:989	Hypersensitive reaction	PHIPO:0000107
PHI:I972	PHI:990	Hypersensitive reaction	PHIPO:0000107
PHI:I973	PHI:991	Hypersensitive reaction	PHIPO:0000107
PHI:I977	PHI:993	Hypersensitive reaction	PHIPO:0000107
PHI:I978	PHI:994	Hypersensitive reaction	PHIPO:0000107
PHI:I979	PHI:994	Hypersensitive reaction	PHIPO:0000107
PHI:I982	PHI:996	Hypersensitive reaction	PHIPO:0000107
PHI:I983	PHI:996	Hypersensitive reaction	PHIPO:0000107
PHI:I988	PHI:999	Hypersensitive reaction	PHIPO:0000107
PHI:I989	PHI:999	Hypersensitive reaction	PHIPO:0000107
PHI:I990	PHI:1000	Hypersensitive reaction	PHIPO:0000107
PHI:I1982	PHI:2002	Strong defense response	PHIPO:0000062
PHI:I1983	PHI:2002	Enhance callose deposition	PHIPO:0000055
PHI:I1985	PHI:2002	Strong defense response	PHIPO:0000062
PHI:I2046	PHI:2042	failed to elicit proper hypersensitive reaction	PHIPO:0000063
PHI:I2047	PHI:2042	failed to elicit proper hypersensitive reaction	PHIPO:0000063
PHI:I2048	PHI:2042	failed to elicit proper hypersensitive reaction	PHIPO:0000063
PHI:I2078	PHI:2058	expression of the rice defense-related genes PR1a and PBZ1 in response to Dlhs1 infection was less than that caused by infection with the wild-type KJ201 when analyzed by quantitative RT-PCR; reduced hypersensitive death	PHIPO:0000082
PHI:I2078	PHI:2058	expression of the rice defense-related genes PR1a and PBZ1 in response to Dlhs1 infection was less than that caused by infection with the wild-type KJ201 when analyzed by quantitative RT-PCR; reduced hypersensitive death	PHIPO:0000071
PHI:I2079	PHI:2058	expression of the rice defense-related genes PR1a and PBZ1 in response to Dlhs1 infection was less than that caused by infection with the wild-type KJ201 when analyzed by quantitative RT-PCR; reduced hypersensitive death	PHIPO:0000082
PHI:I2079	PHI:2058	expression of the rice defense-related genes PR1a and PBZ1 in response to Dlhs1 infection was less than that caused by infection with the wild-type KJ201 when analyzed by quantitative RT-PCR; reduced hypersensitive death	PHIPO:0000071
PHI:I2080	PHI:2058	expression of the rice defense-related genes PR1a and PBZ1 in response to Dlhs1 infection was less than that caused by infection with the wild-type KJ201 when analyzed by quantitative RT-PCR; reduced hypersensitive death	PHIPO:0000082
PHI:I2080	PHI:2058	expression of the rice defense-related genes PR1a and PBZ1 in response to Dlhs1 infection was less than that caused by infection with the wild-type KJ201 when analyzed by quantitative RT-PCR; reduced hypersensitive death	PHIPO:0000071
PHI:I2087	PHI:2061	slight induction of hypersensitive reaction	PHIPO:0000107
PHI:I2088	PHI:2063	fewer and smaller lesions	PHIPO:0000068
PHI:I2089	PHI:2063	fewer and smaller lesions	PHIPO:0000068
PHI:I2098	PHI:2068	Callose deposition	PHIPO:0000043
PHI:I2099	PHI:2068	Callose deposition	PHIPO:0000043
PHI:I2190	PHI:2118	hypersensitive response with generation of water soaked lesions around infiltration site which further enlarged and further enlarged and collapsed large areas of tissues around infiltration sites; Confers disease resistance (small necrotic lesions , few and small chlorotic lesions) against different fungal and bacterial pathogens including B. cinerea, P. syringae pv. tomato and A. brassicicola.	PHIPO:0000107
PHI:I2190	PHI:2118	hypersensitive response with generation of water soaked lesions around infiltration site which further enlarged and further enlarged and collapsed large areas of tissues around infiltration sites; Confers disease resistance (small necrotic lesions , few and small chlorotic lesions) against different fungal and bacterial pathogens including B. cinerea, P. syringae pv. tomato and A. brassicicola.	PHIPO:0000069
PHI:I2190	PHI:2118	hypersensitive response with generation of water soaked lesions around infiltration site which further enlarged and further enlarged and collapsed large areas of tissues around infiltration sites; Confers disease resistance (small necrotic lesions , few and small chlorotic lesions) against different fungal and bacterial pathogens including B. cinerea, P. syringae pv. tomato and A. brassicicola.	PHIPO:0000080
PHI:I2190	PHI:2118	hypersensitive response with generation of water soaked lesions around infiltration site which further enlarged and further enlarged and collapsed large areas of tissues around infiltration sites; Confers disease resistance (small necrotic lesions , few and small chlorotic lesions) against different fungal and bacterial pathogens including B. cinerea, P. syringae pv. tomato and A. brassicicola.	PHIPO:0000068
PHI:I2207	PHI:2135	hypersensitive response-like cell death	PHIPO:0000107
PHI:I2207	PHI:2135	hypersensitive response-like cell death	PHIPO:0000072
PHI:I2210	PHI:2136	hypersensitive response-like cell death	PHIPO:0000107
PHI:I2210	PHI:2136	hypersensitive response-like cell death	PHIPO:0000072
PHI:I2214	PHI:2137	hypersensitive response-like cell death	PHIPO:0000107
PHI:I2214	PHI:2137	hypersensitive response-like cell death	PHIPO:0000072
PHI:I2249	PHI:2156	Production of Phenolic compounds; Oxidative burst	PHIPO:0000056
PHI:I2249	PHI:2156	Production of Phenolic compounds; Oxidative burst	PHIPO:0000057
PHI:I2331	PHI:2216	PemG1 induces transient expression of Pathogen Related genes in rice and increases resistance to other bacterial infections	PHIPO:0000086
PHI:I2331	PHI:2216	PemG1 induces transient expression of Pathogen Related genes in rice and increases resistance to other bacterial infections	PHIPO:0000080
PHI:I2332	PHI:2217	accumulation of H2O2; induction of defense related genes; transcriptional inhibition of genes associated with jasmonate biosynthesis	PHIPO:0000057
PHI:I2332	PHI:2217	accumulation of H2O2; induction of defense related genes; transcriptional inhibition of genes associated with jasmonate biosynthesis	PHIPO:0000083
PHI:I2332	PHI:2217	accumulation of H2O2; induction of defense related genes; transcriptional inhibition of genes associated with jasmonate biosynthesis	PHIPO:0000085
PHI:I2335	PHI:2217	accumulation of H2O2; induction of defense related genes; transcriptional inhibition of genes associated with jasmonate biosynthesis	PHIPO:0000057
